จังหวัด,เขต,ชุดที่,บัตรดี,บัตรเสีย,บัตรที่ไม่เลือก,หมายเลข,พรรค,คะแนน
นครศรีธรรมราช,2,,700,6,24,32,พรรคครูไทยเพื่อประชาชน,0
นครศรีธรรมราช,2,,700,6,24,33,พรรคประชาชาติ,2
นครศรีธรรมราช,2,,700,6,24,34,พรรคสร้างอนาคตไทย,0
นครศรีธรรมราช,2,,700,6,24,35,พรรครักชาติ,0
นครศรีธรรมราช,2,,700,6,24,36,พรรคไทยพร้อม,0
นครศรีธรรมราช,2,,700,6,24,37,พรรคภูมิใจไทย,58
นครศรีธรรมราช,2,,700,6,24,38,พรรคพลังธรรมใหม่,0
นครศรีธรรมราช,2,,700,6,24,39,พรรคกรีน,0
นครศรีธรรมราช,2,,700,6,24,40,พรรคไทยธรรม,0
นครศรีธรรมราช,2,,700,6,24,41,พรรคแผ่นดินธรรม,0
นครศรีธรรมราช,2,,700,6,24,42,พรรคกล้าธรรม,2
นครศรีธรรมราช,2,,700,6,24,43,พรรคพลังประชารัฐ,1
นครศรีธรรมราช,2,,700,6,24,44,พรรคโอกาสใหม่,1
นครศรีธรรมราช,2,,700,6,24,45,พรรคเป็นธรรม,0
นครศรีธรรมราช,2,,700,6,24,46,พรรคประชาชน,363
นครศรีธรรมราช,2,,700,6,24,47,พรรคประชาไทย,0
นครศรีธรรมราช,2,,700,6,24,48,พรรคไทยสร้างไทย,3
นครศรีธรรมราช,2,,700,6,24,49,พรรคไทยก้าวใหม่,0
นครศรีธรรมราช,2,,700,6,24,50,พรรคประชาอาสาชาติ,0
นครศรีธรรมราช,2,,700,6,24,51,พรรคพร้อม,1
นครศรีธรรมราช,2,,700,6,24,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0
นครศรีธรรมราช,2,,700,6,24,53,พรรคไทยพิทักษ์ธรรม,0
นครศรีธรรมราช,2,,700,6,24,54,พรรคความหวังใหม่,0
นครศรีธรรมราช,2,,700,6,24,55,พรรคไทยรวมไทย,0
นครศรีธรรมราช,2,,700,6,24,56,พรรคเพื่อบ้านเมือง,0
นครศรีธรรมราช,2,,700,6,24,57,พรรคพลังไทยรักชาติ,0
นครศรีธรรมราช,2,6,700,8,22,1,พรรคไทยทรัพย์ทวี,1
นครศรีธรรมราช,2,6,700,8,22,2,พรรคเพื่อชาติไทย,1
นครศรีธรรมราช,2,6,700,8,22,3,พรรคใหม่,1
นครศรีธรรมราช,2,6,700,8,22,4,พรรคมิติใหม่,1
นครศรีธรรมราช,2,6,700,8,22,5,พรรครวมใจไทย,0
นครศรีธรรมราช,2,6,700,8,22,6,พรรครวมไทยสร้างชาติ,14
นครศรีธรรมราช,2,6,700,8,22,7,พรรคพลวัต,0
นครศรีธรรมราช,2,6,700,8,22,8,พรรคประชาธิปไตยใหม่,5
นครศรีธรรมราช,2,6,700,8,22,9,พรรคเพื่อไทย,17
นครศรีธรรมราช,2,6,700,8,22,10,พรรคทางเลือกใหม่,1
นครศรีธรรมราช,2,6,700,8,22,11,พรรคเศรษฐกิจ,7
นครศรีธรรมราช,2,6,700,8,22,12,พรรคเสรีรวมไทย,2
นครศรีธรรมราช,2,6,700,8,22,13,พรรครวมพลังประชาชน,1
นครศรีธรรมราช,2,6,700,8,22,14,พรรคท้องที่ไทย,0
นครศรีธรรมราช,2,6,700,8,22,15,พรรคอนาคตไทย,1
นครศรีธรรมราช,2,6,700,8,22,16,พรรคพลังเพื่อไทย,0
นครศรีธรรมราช,2,6,700,8,22,17,พรรคไทยชนะ,0
นครศรีธรรมราช,2,6,700,8,22,18,พรรคพลังสังคมใหม่,0
นครศรีธรรมราช,2,6,700,8,22,19,พรรคสังคมประชาธิปไตย,1
นครศรีธรรมราช,2,6,700,8,22,20,พรรคฟิวชัน,0
นครศรีธรรมราช,2,6,700,8,22,21,พรรคไทรวมพลัง,1
นครศรีธรรมราช,2,6,700,8,22,22,พรรคก้าวอิสระ,0
นครศรีธรรมราช,2,6,700,8,22,23,พรรคปวงชนไทย,0
นครศรีธรรมราช,2,6,700,8,22,24,พรรควิชชั่นใหม่,0
นครศรีธรรมราช,2,6,700,8,22,25,พรรคเพื่อชีวิตใหม่,0
นครศรีธรรมราช,2,6,700,8,22,26,พรรคคลองไทย,0
นครศรีธรรมราช,2,6,700,8,22,27,พรรคประชาธิปัตย์,173
นครศรีธรรมราช,2,6,700,8,22,28,พรรคไทยก้าวหน้า,0
นครศรีธรรมราช,2,6,700,8,22,29,พรรคไทยภักดี,3
นครศรีธรรมราช,2,6,700,8,22,30,พรรคแรงงานสร้างชาติ,0
นครศรีธรรมราช,2,6,700,8,22,31,พรรคประชากรไทย,0
นครศรีธรรมราช,2,6,700,8,22,32,พรรคครูไทยเพื่อประชาชน,0
นครศรีธรรมราช,2,6,700,8,22,33,พรรคประชาชาติ,0
นครศรีธรรมราช,2,6,700,8,22,34,พรรคสร้างอนาคตไทย,1
นครศรีธรรมราช,2,6,700,8,22,35,พรรครักชาติ,0
นครศรีธรรมราช,2,6,700,8,22,36,พรรคไทยพร้อม,0
นครศรีธรรมราช,2,6,700,8,22,37,พรรคภูมิใจไทย,61
นครศรีธรรมราช,2,6,700,8,22,38,พรรคพลังธรรมใหม่,0
นครศรีธรรมราช,2,6,700,8,22,39,พรรคกรีน,0
นครศรีธรรมราช,2,6,700,8,22,40,พรรคไทยธรรม,0
นครศรีธรรมราช,2,6,700,8,22,41,พรรคแผ่นดินธรรม,0
นครศรีธรรมราช,2,6,700,8,22,42,พรรคกล้าธรรม,8
นครศรีธรรมราช,2,6,700,8,22,43,พรรคพลังประชารัฐ,0
นครศรีธรรมราช,2,6,700,8,22,44,พรรคโอกาสใหม่,0
นครศรีธรรมราช,2,6,700,8,22,45,พรรคเป็นธรรม,0
นครศรีธรรมราช,2,6,700,8,22,46,พรรคประชาชน,393
นครศรีธรรมราช,2,6,700,8,22,47,พรรคประชาไทย,1
นครศรีธรรมราช,2,6,700,8,22,48,พรรคไทยสร้างไทย,2
นครศรีธรรมราช,2,6,700,8,22,49,พรรคไทยก้าวใหม่,1
นครศรีธรรมราช,2,6,700,8,22,50,พรรคประชาอาสาชาติ,0
นครศรีธรรมราช,2,6,700,8,22,51,พรรคพร้อม,1
นครศรีธรรมราช,2,6,700,8,22,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0
นครศรีธรรมราช,2,6,700,8,22,53,พรรคไทยพิทักษ์ธรรม,0
นครศรีธรรมราช,2,6,700,8,22,54,พรรคความหวังใหม่,2
นครศรีธรรมราช,2,6,700,8,22,55,พรรคไทยรวมไทย,0
นครศรีธรรมราช,2,6,700,8,22,56,พรรคเพื่อบ้านเมือง,0
นครศรีธรรมราช,2,6,700,8,22,57,พรรคพลังไทยรักชาติ,0
