จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,พรรคการเมือง,คะแนน
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,1,พรรคไทยทรัพย์ทวี,3.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,2,พรรคเพื่อชาติไทย,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,3,พรรคใหม่,2.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,4,พรรคมิติใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,5,พรรครวมใจไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,6,พรรครวมไทยสร้างชาติ,8.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,7,พรรคพลวัต,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,8,พรรคประชาธิปไตยใหม่,4.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,9,พรรคเพื่อไทย,10.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,10,พรรคทางเลือกใหม่,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,11,พรรคเศรษฐกิจ,4.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,12,พรรคเสรีรวมไทย,3.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,13,พรรครวมพลังประชาชน,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,14,พรรคท้องที่ไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,15,พรรคอนาคตไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,16,พรรคพลังเพื่อไทย,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,17,พรรคไทยชนะ,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,18,พรรคพลังสังคมใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,19,พรรคสังคมประชาธิปไตย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,20,พรรคฟิวชัน,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,21,พรรคไทรวมพลัง,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,22,พรรคก้าวอิสระ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,23,พรรคปวงชนไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,24,พรรควิชชั่นใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,25,พรรคเพื่อชีวิตใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,26,พรรคคลองไทย,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,27,พรรคประชาธิปัตย์,229.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,28,พรรคไทยก้าวหน้า,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,29,พรรคไทยภักดี,8.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,30,พรรคแรงงานสร้างชาติ,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,31,พรรคประชากรไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,32,พรรคครูไทยเพื่อประชาชน,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,33,พรรคประชาชาติ,3.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,34,พรรคสร้างอนาคตไทย,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,35,พรรครักชาติ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,36,พรรคไทยพร้อม,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,37,พรรคภูมิใจไทย,89.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,38,พรรคพลังธรรมใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,39,พรรคกรีน,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,40,พรรคไทยธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,41,พรรคแผ่นดินธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,42,พรรคกล้าธรรม,4.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,43,พรรคพลังประชารัฐ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,44,พรรคโอกาสใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,45,พรรคเป็นธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,46,พรรคประชาชน,97.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,47,พรรคประชาไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,48,พรรคไทยสร้างไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,49,พรรคไทยก้าวใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,50,พรรคประชาอาสาชาติ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,51,พรรคพร้อม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,53,พรรคไทยพิทักษ์ธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,54,พรรคความหวังใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,55,พรรคไทยรวมไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,56,พรรคเพื่อบ้านเมือง,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,1,6.0,751.0,501.0,700.0,501,474,17,10.0,199.0,57,พรรคพลังไทยรักชาติ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,1,พรรคไทยทรัพย์ทวี,3.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,2,พรรคเพื่อชาติไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,3,พรรคใหม่,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,4,พรรคมิติใหม่,2.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,5,พรรครวมใจไทย,2.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,6,พรรครวมไทยสร้างชาติ,13.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,7,พรรคพลวัต,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,8,พรรคประชาธิปไตยใหม่,3.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,9,พรรคเพื่อไทย,9.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,10,พรรคทางเลือกใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,11,พรรคเศรษฐกิจ,9.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,12,พรรคเสรีรวมไทย,2.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,13,พรรครวมพลังประชาชน,2.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,14,พรรคท้องที่ไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,15,พรรคอนาคตไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,16,พรรคพลังเพื่อไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,17,พรรคไทยชนะ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,18,พรรคพลังสังคมใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,19,พรรคสังคมประชาธิปไตย,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,20,พรรคฟิวชัน,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,21,พรรคไทรวมพลัง,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,22,พรรคก้าวอิสระ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,23,พรรคปวงชนไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,24,พรรควิชชั่นใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,25,พรรคเพื่อชีวิตใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,26,พรรคคลองไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,27,พรรคประชาธิปัตย์,264.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,28,พรรคไทยก้าวหน้า,2.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,29,พรรคไทยภักดี,6.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,30,พรรคแรงงานสร้างชาติ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,31,พรรคประชากรไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,32,พรรคครูไทยเพื่อประชาชน,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,33,พรรคประชาชาติ,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,34,พรรคสร้างอนาคตไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,35,พรรครักชาติ,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,36,พรรคไทยพร้อม,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,37,พรรคภูมิใจไทย,42.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,38,พรรคพลังธรรมใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,39,พรรคกรีน,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,40,พรรคไทยธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,41,พรรคแผ่นดินธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,42,พรรคกล้าธรรม,9.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,43,พรรคพลังประชารัฐ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,44,พรรคโอกาสใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,45,พรรคเป็นธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,46,พรรคประชาชน,68.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,47,พรรคประชาไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,48,พรรคไทยสร้างไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,49,พรรคไทยก้าวใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,50,พรรคประชาอาสาชาติ,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,51,พรรคพร้อม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,53,พรรคไทยพิทักษ์ธรรม,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,54,พรรคความหวังใหม่,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,55,พรรคไทยรวมไทย,0.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,56,พรรคเพื่อบ้านเมือง,1.0
นครศรีธรรมราช,2.0,ตำบลเทศบาลตำบลบางจาก,เมือง,2,6.0,736.0,463.0,700.0,463,443,11,9.0,237.0,57,พรรคพลังไทยรักชาติ,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,1,พรรคไทยทรัพย์ทวี,5.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,2,พรรคเพื่อชาติไทย,2.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,3,พรรคใหม่,2.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,4,พรรคมิติใหม่,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,5,พรรครวมใจไทย,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,6,พรรครวมไทยสร้างชาติ,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,7,พรรคพลวัต,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,8,พรรคประชาธิปไตยใหม่,5.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,9,พรรคเพื่อไทย,3.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,10,พรรคทางเลือกใหม่,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,11,พรรคเศรษฐกิจ,6.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,12,พรรคเสรีรวมไทย,2.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,13,พรรครวมพลังประชาชน,3.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,14,พรรคท้องที่ไทย,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,15,พรรคอนาคตไทย,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,16,พรรคพลังเพื่อไทย,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,17,พรรคไทยชนะ,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,18,พรรคพลังสังคมใหม่,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,19,พรรคสังคมประชาธิปไตย,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,20,พรรคฟิวชัน,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,21,พรรคไทรวมพลัง,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,22,พรรคก้าวอิสระ,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,23,พรรคปวงชนไทย,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,24,พรรควิชชั่นใหม่,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,25,พรรคเพื่อชีวิตใหม่,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,26,พรรคคลองไทย,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,27,พรรคประชาธิปัตย์,227.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,28,พรรคไทยก้าวหน้า,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,29,พรรคไทยภักดี,4.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,30,พรรคแรงงานสร้างชาติ,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,31,พรรคประชากรไทย,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,32,พรรคครูไทยเพื่อประชาชน,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,33,พรรคประชาชาติ,1.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,34,พรรคสร้างอนาคตไทย,0.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,35,พรรครักชาติ,3.0
นครศรีธรรมราช,2.0,กำแพงเซา,เมือง,1,1.0,547.0,410.0,540.0,410,381,17,12.0,134.0,36,พรรคไทยพร้อม,0.0
