จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,พรรคการเมือง,คะแนน
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,24,พรรควิชชั่นใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,25,พรรคเพื่อชีวิตใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,26,พรรคคลองไทย,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,27,พรรคประชาธิปัตย์,232.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,28,พรรคไทยก้าวหน้า,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,29,พรรคไทยภักดี,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,30,พรรคแรงงานสร้างชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,31,พรรคประชากรไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,32,พรรคครูไทยเพื่อประชาชน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,33,พรรคประชาชาติ,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,34,พรรคสร้างอนาคตไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,35,พรรครักชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,36,พรรคไทยพร้อม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,37,พรรคภูมิใจไทย,21.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,38,พรรคพลังธรรมใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,39,พรรคกรีน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,40,พรรคไทยธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,41,พรรคแผ่นดินธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,42,พรรคกล้าธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,43,พรรคพลังประชารัฐ,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,44,พรรคโอกาสใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,45,พรรคเป็นธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,46,พรรคประชาชน,38.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,47,พรรคประชาไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,48,พรรคไทยสร้างไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,49,พรรคไทยก้าวใหม่,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,50,พรรคประชาอาสาชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,51,พรรคพร้อม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,53,พรรคไทยพิทักษ์ธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,54,พรรคความหวังใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,55,พรรคไทยรวมไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,56,พรรคเพื่อบ้านเมือง,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,1,1.0,540.0,370.0,520.0,370,340,25,5.0,250.0,57,พรรคพลังไทยรักชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,1,พรรคไทยทรัพย์ทวี,5.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,2,พรรคเพื่อชาติไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,3,พรรคใหม่,3.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,4,พรรคมิติใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,5,พรรครวมใจไทย,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,6,พรรครวมไทยสร้างชาติ,7.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,7,พรรคพลวัต,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,8,พรรคประชาธิปไตยใหม่,10.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,9,พรรคเพื่อไทย,9.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,10,พรรคทางเลือกใหม่,3.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,11,พรรคเศรษฐกิจ,4.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,12,พรรคเสรีรวมไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,13,พรรครวมพลังประชาชน,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,14,พรรคท้องที่ไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,15,พรรคอนาคตไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,16,พรรคพลังเพื่อไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,17,พรรคไทยชนะ,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,18,พรรคพลังสังคมใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,19,พรรคสังคมประชาธิปไตย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,20,พรรคฟิวชัน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,21,พรรคไทรวมพลัง,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,22,พรรคก้าวอิสระ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,23,พรรคปวงชนไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,24,พรรควิชชั่นใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,25,พรรคเพื่อชีวิตใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,26,พรรคคลองไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,27,พรรคประชาธิปัตย์,241.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,28,พรรคไทยก้าวหน้า,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,29,พรรคไทยภักดี,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,30,พรรคแรงงานสร้างชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,31,พรรคประชากรไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,32,พรรคครูไทยเพื่อประชาชน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,33,พรรคประชาชาติ,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,34,พรรคสร้างอนาคตไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,35,พรรครักชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,36,พรรคไทยพร้อม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,37,พรรคภูมิใจไทย,34.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,38,พรรคพลังธรรมใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,39,พรรคกรีน,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,40,พรรคไทยธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,41,พรรคแผ่นดินธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,42,พรรคกล้าธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,43,พรรคพลังประชารัฐ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,44,พรรคโอกาสใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,45,พรรคเป็นธรรม,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,46,พรรคประชาชน,54.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,47,พรรคประชาไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,48,พรรคไทยสร้างไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,49,พรรคไทยก้าวใหม่,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,50,พรรคประชาอาสาชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,51,พรรคพร้อม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,53,พรรคไทยพิทักษ์ธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,54,พรรคความหวังใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,55,พรรคไทยรวมไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,56,พรรคเพื่อบ้านเมือง,4.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,2,1.0,562.0,421.0,540.0,421,390,18,13.0,119.0,57,พรรคพลังไทยรักชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,1,พรรคไทยทรัพย์ทวี,12.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,2,พรรคเพื่อชาติไทย,6.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,3,พรรคใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,4,พรรคมิติใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,5,พรรครวมใจไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,6,พรรครวมไทยสร้างชาติ,6.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,7,พรรคพลวัต,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,8,พรรคประชาธิปไตยใหม่,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,9,พรรคเพื่อไทย,9.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,10,พรรคทางเลือกใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,11,พรรคเศรษฐกิจ,4.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,12,พรรคเสรีรวมไทย,3.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,13,พรรครวมพลังประชาชน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,14,พรรคท้องที่ไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,15,พรรคอนาคตไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,16,พรรคพลังเพื่อไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,17,พรรคไทยชนะ,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,18,พรรคพลังสังคมใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,19,พรรคสังคมประชาธิปไตย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,20,พรรคฟิวชัน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,21,พรรคไทรวมพลัง,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,22,พรรคก้าวอิสระ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,23,พรรคปวงชนไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,24,พรรควิชชั่นใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,25,พรรคเพื่อชีวิตใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,26,พรรคคลองไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,27,พรรคประชาธิปัตย์,172.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,28,พรรคไทยก้าวหน้า,2.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,29,พรรคไทยภักดี,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,30,พรรคแรงงานสร้างชาติ,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,31,พรรคประชากรไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,32,พรรคครูไทยเพื่อประชาชน,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,33,พรรคประชาชาติ,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,34,พรรคสร้างอนาคตไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,35,พรรครักชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,36,พรรคไทยพร้อม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,37,พรรคภูมิใจไทย,47.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,38,พรรคพลังธรรมใหม่,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,39,พรรคกรีน,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,40,พรรคไทยธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,41,พรรคแผ่นดินธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,42,พรรคกล้าธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,43,พรรคพลังประชารัฐ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,44,พรรคโอกาสใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,45,พรรคเป็นธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,46,พรรคประชาชน,41.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,47,พรรคประชาไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,48,พรรคไทยสร้างไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,49,พรรคไทยก้าวใหม่,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,50,พรรคประชาอาสาชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,51,พรรคพร้อม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,52,พรรคเครือข่ายชาวนาแห่งประเทศไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,53,พรรคไทยพิทักษ์ธรรม,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,54,พรรคความหวังใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,55,พรรคไทยรวมไทย,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,56,พรรคเพื่อบ้านเมือง,6.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,3,2.0,521.0,357.0,520.0,357,321,16,20.0,163.0,57,พรรคพลังไทยรักชาติ,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,1,พรรคไทยทรัพย์ทวี,11.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,2,พรรคเพื่อชาติไทย,3.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,3,พรรคใหม่,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,4,พรรคมิติใหม่,0.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,5,พรรครวมใจไทย,1.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,6,พรรครวมไทยสร้างชาติ,8.0
นครศรีธรรมราช        ,2.0,ตำบลนาสาร,พระพรหม,4,2.0,579.0,398.0,580.0,398,372,14,12.0,182.0,7,พรรคพลวัต,0.0
