จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,ชื่อสกุล,พรรค,คะแนน
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,2,1,664,427,660,427,400,20,7,233,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,2,1,664,427,660,427,400,20,7,233,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,2,1,664,427,660,427,400,20,7,233,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,2,1,664,427,660,427,400,20,7,233,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,143
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,20
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,23
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,4,นายเจริญ ชินวงศ์,กล้าธรรม,24
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,5,นายจรยุทธ มาศบำรุง,ประชาชน,1
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,3,2,307,,300,218,216,1,1,82,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,68
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,18
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,26
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,4,นายเจริญ ชินวงศ์,กล้าธรรม,5
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,5,นายจรยุทธ มาศบำรุง,ประชาชน,12
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลแหลมตะลุมพุก,ปากพนัง,4,3,210,137,200,137,130,3,4,63,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,184
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,13
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,40
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,4,นายเจริญ ชินวงศ์,กล้าธรรม,71
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,5,นายจรยุทธ มาศบำรุง,ประชาชน,27
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,7,นายปัญโน หวานนุรักษ์,พลวัต,5
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,24
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,1,,702,399,680,399,367,20,12,281,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,126
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,20
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,66
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,4,นายเจริญ ชินวงศ์,กล้าธรรม,63
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,5,นายจรยุทธ มาศบำรุง,ประชาชน,35
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,21
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,623,371,580,371,338,14,19,209,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,154
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,47
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,40
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,4,นายเจริญ ชินวงศ์,กล้าธรรม,45
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,5,นายจรยุทธ มาศบำรุง,ประชาชน,35
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,5
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,35
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,3,,618,379,580,379,363,8,8,201,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,112
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,43
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,48
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,4,นายเจริญ ชินวงศ์,กล้าธรรม,37
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,5,นายจรยุทธ มาศบำรุง,ประชาชน,28
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,16
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,4,,529,307,480,307,287,11,9,173,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,102
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,46
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,45
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,4,นายเจริญ ชินวงศ์,กล้าธรรม,23
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,5,นายจรยุทธ มาศบำรุง,ประชาชน,29
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,8
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,5,,484,270,460,270,257,6,7,190,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,166
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,37
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,52
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,4,นายเจริญ ชินวงศ์,กล้าธรรม,50
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,5,นายจรยุทธ มาศบำรุง,ประชาชน,32
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,25
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,6,,604,386,580,386,366,5,15,194,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,79
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,17
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,26
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,4,นายเจริญ ชินวงศ์,กล้าธรรม,14
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,5,นายจรยุทธ มาศบำรุง,ประชาชน,16
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,9
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,7,,300,174,280,174,163,5,5,106,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,105
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,46
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,86
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,4,นายเจริญ ชินวงศ์,กล้าธรรม,30
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,5,นายจรยุทธ มาศบำรุง,ประชาชน,35
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,10
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,8,,536,323,520,333,316,6,11,181,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,95
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,58
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,43
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,4,นายเจริญ ชินวงศ์,กล้าธรรม,31
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,5,นายจรยุทธ มาศบำรุง,ประชาชน,28
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,2,,496,279,460,279,264,3,12,181,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,139
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,4
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,48
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,4,นายเจริญ ชินวงศ์,กล้าธรรม,60
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,5,นายจรยุทธ มาศบำรุง,ประชาชน,26
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,17
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,10,,517,312,500,312,294,10,8,188,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,89
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,12
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,36
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,4,นายเจริญ ชินวงศ์,กล้าธรรม,15
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,5,นายจรยุทธ มาศบำรุง,ประชาชน,15
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,50
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,11,2,422,231,420,231,220,8,3,189,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,130
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,30
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,48
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,4,นายเจริญ ชินวงศ์,กล้าธรรม,41
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,5,นายจรยุทธ มาศบำรุง,ประชาชน,29
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,12
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,12,1,493,316,480,316,293,9,14,164,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,13,,497,313,480,313,300,7,6,167,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,150
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,13,,497,313,480,313,300,7,6,167,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,27
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,13,,497,313,480,313,300,7,6,167,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,54
นครศรีธรรมราช,2,เทศบาลเมืองปากพนัง,ปากพนัง,13,,497,313,480,313,300,7,6,167,4,นายเจริญ ชินวงศ์,กล้าธรรม,37
