จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,ชื่อสกุล,พรรค,คะแนน
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,9,2,561,356,540,356,329,5,22,184,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,9,2,561,356,540,356,329,5,22,184,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,144
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,39
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,108
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,4,นายเจริญ ชินวงศ์,กล้าธรรม,23
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,5,นายจรยุทธ มาศบำรุง,ประชาชน,98
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,6
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,7,นายปัญโน หวานนุรักษ์,พลวัต,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,2
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,1,1,791,,760,504,429,23,52,256,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,2
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,236
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,12
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,67
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,4,นายเจริญ ชินวงศ์,กล้าธรรม,16
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,5,นายจรยุทธ มาศบำรุง,ประชาชน,48
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,5
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,10,6,642,429,620,429,389,16,24,191,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,229
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,25
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,29
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,4,นายเจริญ ชินวงศ์,กล้าธรรม,16
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,5,นายจรยุทธ มาศบำรุง,ประชาชน,74
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,2,1,790,540,760,540,475,17,48,220,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,147
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,11
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,69
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,4,นายเจริญ ชินวงศ์,กล้าธรรม,7
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,5,นายจรยุทธ มาศบำรุง,ประชาชน,25
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,3,2,453,291,440,291,264,9,18,149,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,173
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,44
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,4,นายเจริญ ชินวงศ์,กล้าธรรม,4
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,5,นายจรยุทธ มาศบำรุง,ประชาชน,28
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,7,นายปัญโน หวานนุรักษ์,พลวัต,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,4,2,432,287,440,287,260,11,16,153,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,175
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,11
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,59
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,4,นายเจริญ ชินวงศ์,กล้าธรรม,28
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,5,นายจรยุทธ มาศบำรุง,ประชาชน,43
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,2
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,5,3,500,367,500,367,318,10,39,133,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,160
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,11
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,69
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,4,นายเจริญ ชินวงศ์,กล้าธรรม,21
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,5,นายจรยุทธ มาศบำรุง,ประชาชน,39
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,6,3,493,340,480,340,307,9,24,140,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,163
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,15
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,56
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,4,นายเจริญ ชินวงศ์,กล้าธรรม,10
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,5,นายจรยุทธ มาศบำรุง,ประชาชน,40
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,7,5,451,319,440,319,293,10,16,121,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,171
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,10
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,60
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,4,นายเจริญ ชินวงศ์,กล้าธรรม,6
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,5,นายจรยุทธ มาศบำรุง,ประชาชน,35
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,8,5,451,,440,312,287,12,13,128,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,279
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,6
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,54
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,4,นายเจริญ ชินวงศ์,กล้าธรรม,26
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,5,นายจรยุทธ มาศบำรุง,ประชาชน,28
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,6
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลท่าไร่,เมือง,9,6,643,432,620,432,403,13,16,188,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,246
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,13
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,79
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,4,นายเจริญ ชินวงศ์,กล้าธรรม,9
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,5,นายจรยุทธ มาศบำรุง,ประชาชน,49
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,1,1,668,449,660,449,398,13,38,211,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,338
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,16
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,70
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,4,นายเจริญ ชินวงศ์,กล้าธรรม,10
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,5,นายจรยุทธ มาศบำรุง,ประชาชน,60
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,3
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,2,2,802,569,780,569,502,26,41,211,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,233
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,8
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,58
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,4,นายเจริญ ชินวงศ์,กล้าธรรม,6
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,5,นายจรยุทธ มาศบำรุง,ประชาชน,39
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,3,3,528,392,520,392,350,12,30,128,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,195
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,18
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,72
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,4,นายเจริญ ชินวงศ์,กล้าธรรม,17
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,5,นายจรยุทธ มาศบำรุง,ประชาชน,40
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,4,3,538,407,520,407,351,19,37,113,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,270
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,16
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,57
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,4,นายเจริญ ชินวงศ์,กล้าธรรม,5
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,5,นายจรยุทธ มาศบำรุง,ประชาชน,57
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,5,4,603,449,580,448,413,11,24,132,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,280
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,11
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,76
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,4,นายเจริญ ชินวงศ์,กล้าธรรม,5
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,5,นายจรยุทธ มาศบำรุง,ประชาชน,42
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
